tt,BrandLocale,AV-UK,AV-US,AV-AU,AV-IT,AV-MX,CL-UK,CL-US,CL-AU,CL-IT,CL-MX,MC-UK,MC-US,MC-AU,MC-IT,MC-MX,EL-UK,EL-US,EL-AU,EL-IT,EL-MX,JM-UK,JM-US,JM-AU,JM-FR,JM-MX,OR-UK,OR-US,OR-TH,OR-MX,BB-UK,BB-US,BB-AU,BB-IT,BB-MX,GG-UK,GG-US,GG-HK,BK-UK,BK-US,BK-FR,LM-UK,LM-US,LM-AU,LM-FR,LM-MX,LS-UK,LS-US,LS-JP,DA-UK,DA-US,DA-FR,SB-US,SB-GR,TF-UK,TF-US,TF-JP,TF-BR,BU-UK,BU-US,FM-UK,FM-US,DJ-UK,DJ-US
1,countryLanguageLocalizesTo2,Germany E-commerce Site - German,Germany E-commerce Site - German,Germany E-commerce Site - German,Germany E-commerce Site - German,Germany E-commerce Site - German,Germany E-commerce Site - German,Germany E-commerce Site - German,Germany E-commerce Site - German,Germany E-commerce Site - German,Germany E-commerce Site - German,Germany E-commerce Site - German,Germany E-commerce Site - German,Germany E-commerce Site - German,Germany E-commerce Site - German,Germany E-commerce Site - German,Germany E-commerce Site - German,Germany E-commerce Site - German,Germany E-commerce Site - German,Germany E-commerce Site - German,Germany E-commerce Site - German,Kuwait E-commerce Site - English,Kuwait E-commerce Site - English,Kuwait E-commerce Site - English,Kuwait E-commerce Site - English,Kuwait E-commerce Site - English,Germany E-commerce Site - German,Germany E-commerce Site - German,Germany E-commerce Site - German,Germany E-commerce Site - German,Germany E-commerce Site - German,Germany E-commerce Site - German,Germany E-commerce Site - German,Germany E-commerce Site - German,Germany E-commerce Site - German,Korea E-commerce Site - Korean,Korea E-commerce Site - Korean,Korea E-commerce Site - Korean,Hong Kong Coresite - Traditional Chinese,Hong Kong Coresite - Traditional Chinese,Hong Kong Coresite - Traditional Chinese,Germany E-commerce Site - German,Germany E-commerce Site - German,Germany E-commerce Site - German,Germany E-commerce Site - German,Germany E-commerce Site - German,Korea E-commerce Site - Korean,Korea E-commerce Site - Korean,Korea E-commerce Site - Korean,Russia E-commerce Site - Russian,Russia E-commerce Site - Russian,Russia E-commerce Site - Russian,Germany E-commerce Site - German,Germany E-commerce Site - German,Japan E-commerce Site - Japanese,Japan E-commerce Site - Japanese,Brazil E-commerce Site - Portuguese,UK E-commerce Site - English,United States E-commerce Site - English,United Kingdom E-commerce Site - English,United States E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United States E-commerce Site - English
1,cmsLocalizeMessage1,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to,new items have been localized to
1,cmsLocalizeMessage2,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to,new drafts have been localized to
1,localizationFrequency ,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Jo Malone,Jo Malone,Jo Malone,Jo Malone,Jo Malone,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Cremedelamer2,Cremedelamer2,La Mer2,La Mer2,Cremedelamer2,Glam Glow,Glam Glow,Glam Glow,Darphin,Darphin,Darphin,Glam Glow,Glam Glow,TooFaced,Too Faced,TooFaced,TooFaced,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow,Glam Glow
1,chooseLocalize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize,Localize
1,chooseTypeCB,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block,Content Block
1,cmsUrlExtension,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user,/user
1,cmsAutolocEnabledKeywordSearch,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Stories,Stories,Stories,Stories,Stories,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers,Offers
1,automaticLocalizationCountryFrom,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English
1,automaticLocalizationCountryTo,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United States E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English,United Kingdom E-commerce Site - English
1,disableAutoLocalizationMessage,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).,Disabled Automatic Localization for 1 item(s).
