tt,BrandLocale,AV-AU,AV-CA,AV-DE,AV-EU,AV-FR,AV-GR,AV-IT,AV-JP,AV-KR,AV-MX,AV-TR,AV-UK,AV-US,BB-AT,BB-AU,BB-CA,BB-CH,BB-CN,BB-DE,BB-ES,BB-FR,BB-GR,BB-HK,BB-IL,BB-IN,BB-IT,BB-JP,BB-KR,BB-MX,BB-NL,BB-RU,BB-TH,BB-TR,BB-TW,BB-UK,BB-US,BB-ZA,BK-FR,BK-RU,BK-UAE,BK-UK,BK-US,BU-CA,BU-UK,BU-US,CL-AT,CL-AU,CL-BE,CL-BR,CL-CA,CL-CE,CL-CH,CL-CN,CL-CZ,CL-DE,CL-DK,CL-ES,CL-FI,CL-FR,CL-GR,CL-HK,CL-HU,CL-IL,CL-IN,CL-IT,CL-JP,CL-KR,CL-MX,CL-MY,CL-NL,CL-NO,CL-NZ,CL-PL,CL-RO,CL-RU,CL-SE,CL-TH,CL-TR,CL-TW,CL-UK,CL-US,CL-ZA,DA-BE,DA-CA,DA-DE,DA-ES,DA-FR,DA-IT,DA-NL,DA-TR,DA-UK,DA-US,DJ-KR,DJ-UK,DJ-US,EB-CZ,EL-AT,EL-AU,EL-BE,EL-BR,EL-CA,EL-CE,EL-CH,EL-CN,EL-CZ,EL-DE,EL-DK,EL-ES,EL-FR,EL-GR,EL-HK,EL-HU,EL-IL,EL-IN,EL-IT,EL-JP,EL-KR,EL-MX,EL-MY,EL-NL,EL-NO,EL-NZ,EL-PL,EL-RO,EL-RU,EL-SE,EL-SG,EL-TH,EL-TR,EL-TW,EL-UK,EL-US,EL-ZA,FM-EU,FM-UK,FM-US,GG-HK,GG-US,JM-AU,JM-BR,JM-CA,JM-CN,JM-EU,JM-FR,JM-HK,JM-JP,JM-KR,JM-ME,JM-MY,JM-PH,JM-RU,JM-SG,JM-TH,JM-UK,JM-US,LM-AU,LM-BR,LM-CA,LM-CN,LM-DE,LM-EU,LM-FR,LM-GR,LM-HK,LM-JP,LM-KR,LM-MX,LM-RU,LM-TH,LM-TW,LM-UK,LM-US,LM-ZA,LS-CN,LS-JP,LS-KR,LS-UK,LS-US,MC-AT,MC-AU,MC-BE,MC-BR,MC-CA,MC-CE,MC-CH,MC-CN,MC-CZ,MC-DE,MC-ES,MC-FR,MC-GR,MC-HK,MC-HU,MC-IL,MC-IN,MC-IT,MC-JP,MC-KR,MC-KSA,MC-MX,MC-MY,MC-NL,MC-NO,MC-NZ,MC-PL,MC-RO,MC-RU,MC-TH,MC-TR,MC-TW,MC-UAE,MC-UK,MC-US,MC-ZA,OR-CA,OR-CN,OR-DE,OR-DK,OR-EU,OR-HK,OR-RU,OR-TH,OR-TR,OR-TW,OR-UK,OR-US,SB-CA,SB-EU,SB-RU,SB-TR,SB-US,SB-ZA,TF-BR,TF-DE,TF-JP,TF-UK,TF-US
1,cartPageURLText,,,,,,checkout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkout,,,,,,,,,,,,,,,,,,,,,,cart,,cart,cart,cart,cart,cart,cart,cart,cart,cart,cart,,,,,,,,,,,,,,checkout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cart,,,,,,,,,,,,,,,,,,,,,,,,
1,breadCrumbHome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,productTitleQV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Product Title in the quick view,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,productPriceQV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Product Price in the quick view,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,productImgQV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Product Image in the quick view,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,plpQuickViewWindow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quick View,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,plpfilterResultText,,,,,,,,,,,,,Items Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,products,,,,,,,,,,,,,products,,,,,,,,,,,
1,plpHTLText,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sort by Price (High to Low),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,plpLTHText,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sort by Price (Low to High),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,mobPlpSortCombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,plpSortCombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,plpComboSelectionHTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sort_price_desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,plpComboSelectionLTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sort_price_asc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
